dist,support,nrSegments,information
2.236299,0.444444,3,high
0.402292,0.016461,3,high
3.709990,0.938272,3,high
1.014907,0.600823,3,high
1.798134,0.991770,3,high
1.680552,0.958848,3,high
1.617822,1.000000,3,high
4.375737,0.736626,3,high
2.704839,0.720165,3,high
1.823226,0.222222,3,high
2.548320,0.444444,3,high
1.000342,0.975309,3,high
0.567736,0.131687,3,high
0.025967,0.004115,3,high
3.637873,0.925926,3,high
1.083934,0.209877,3,high
1.780254,0.962963,3,high
1.221561,0.967078,4,high
1.244106,0.012346,4,high
0.590240,0.127572,4,high
0.611506,0.008230,4,high
3.026743,0.987654,4,high
1.453508,0.983539,4,high
1.836592,0.946502,4,high
1.471409,0.921811,4,high
0.900124,0.489712,4,high
2.787968,0.942387,4,high
0.257311,0.008230,4,high
0.119939,0.000000,4,high
1.336501,0.604938,4,high
2.843460,0.971193,4,high
2.392376,0.983539,4,high
2.236299,0.444444,4,high
0.402292,0.016461,4,high
3.709990,0.938272,4,high
1.014907,0.522634,4,high
1.798134,0.979424,4,high
1.680552,0.954733,4,high
1.823330,0.489712,4,high
1.617822,0.502058,4,high
1.211744,0.020576,4,high
4.375737,0.679012,4,high
2.704839,0.703704,4,high
1.823226,0.218107,4,high
2.548320,0.427984,4,high
1.000342,0.971193,4,high
0.567736,0.127572,4,high
0.025967,0.004115,4,high
3.637873,0.925926,4,high
1.083934,0.209877,4,high
1.780254,0.868313,4,high
0.354471,0.008230,2,high
0.548759,0.020576,2,high
2.627909,1.000000,2,high
3.493758,0.995885,2,high
1.004027,0.008230,2,high
0.973964,0.872428,2,high
2.635715,0.946502,2,high
1.660849,0.946502,2,high
5.405911,1.000000,2,high
1.176917,0.201646,2,high
3.749547,0.995885,2,high
5.386338,1.000000,2,high
3.067753,0.987654,2,high
0.837964,0.144033,3,high
0.428414,0.000000,3,high
0.354471,0.008230,3,high
0.855740,0.666667,3,high
0.548759,0.012346,3,high
2.627909,0.995885,3,high
3.493758,0.987654,3,high
1.004027,0.008230,3,high
0.973964,0.860082,3,high
5.940035,0.995885,3,high
2.635715,0.946502,3,high
1.660849,0.942387,3,high
5.405911,1.000000,3,high
7.423905,0.987654,3,high
1.176917,0.127572,3,high
3.749547,0.983539,3,high
1.217386,0.938272,3,high
5.386338,0.971193,3,high
3.067753,0.983539,3,high
0.837964,0.127572,4,high
0.428414,0.000000,4,high
0.354471,0.008230,4,high
0.855740,0.662551,4,high
0.548759,0.008230,4,high
2.386696,0.942387,4,high
2.627909,0.995885,4,high
3.493758,0.987654,4,high
1.004027,0.000000,4,high
0.973964,0.851852,4,high
0.983193,0.987654,4,high
2.635715,0.942387,4,high
1.660849,0.934156,4,high
5.405911,1.000000,4,high
4.958273,0.979424,4,high
7.423905,0.971193,4,high
1.176917,0.074074,4,high
5.231746,0.271605,4,high
3.749547,0.275720,4,high
1.217386,0.938272,4,high
5.386338,0.967078,4,high
3.067753,0.983539,4,high
9.279673,1.000000,2,high
0.797483,1.000000,2,high
1.581496,0.650206,2,high
8.932682,0.983539,2,high
0.446335,0.008230,2,high
0.726886,0.395062,2,high
8.811630,1.000000,2,high
7.457057,1.000000,2,high
9.279673,0.991770,3,high
1.027613,0.185185,3,high
3.190464,0.144033,3,high
9.287806,0.399177,3,high
0.797483,0.995885,3,high
1.245326,0.983539,3,high
1.581496,0.197531,3,high
1.855497,0.037037,3,high
0.446335,0.004115,3,high
0.726886,0.349794,3,high
8.811630,1.000000,3,high
17.808323,0.971193,3,high
7.457057,0.995885,3,high
1.407204,0.123457,3,high
2.037349,0.991770,3,high
1.657857,0.987654,3,high
8.030138,0.032922,3,high
8.715114,0.942387,4,high
9.279673,0.987654,4,high
1.027613,0.185185,4,high
12.824780,0.382716,4,high
9.287806,0.312757,4,high
0.797483,0.995885,4,high
1.245326,0.975309,4,high
1.581496,0.041152,4,high
1.855497,0.008230,4,high
0.446335,0.000000,4,high
0.726886,0.349794,4,high
8.811630,1.000000,4,high
12.559311,0.971193,4,high
7.457057,0.995885,4,high
1.407204,0.000000,4,high
2.037349,0.987654,4,high
1.657857,0.987654,4,high
3.190464,0.082305,4,high
8.030138,0.004115,4,high
2.663563,0.995885,2,high
4.126066,1.000000,2,high
1.076131,0.720165,2,high
10.306809,1.000000,2,high
3.576459,0.995885,2,high
1.388135,1.000000,2,high
1.568027,0.037037,2,high
14.309145,0.716049,2,high
7.533926,0.991770,2,high
2.713095,1.000000,2,high
3.560171,0.995885,2,high
12.015585,0.325103,3,high
2.663563,0.962963,3,high
0.662755,0.995885,3,high
2.128040,0.995885,3,high
1.568027,0.020576,3,high
0.586851,0.004115,3,high
1.076131,0.650206,3,high
10.306809,0.991770,3,high
3.576459,0.991770,3,high
1.388135,1.000000,3,high
2.522419,0.967078,3,high
6.390066,0.930041,3,high
2.571464,0.390947,3,high
3.797286,0.004115,3,high
7.533926,0.991770,3,high
6.140564,0.975309,3,high
1.428258,0.884774,3,high
2.713095,0.971193,3,high
3.560171,0.975309,3,high
2.122419,0.024691,3,high
6.853288,0.736626,3,high
12.015585,0.226337,4,high
2.663563,0.962963,4,high
0.662755,0.000000,4,high
2.128040,0.995885,4,high
1.568027,0.020576,4,high
0.586851,0.004115,4,high
1.076131,0.641975,4,high
10.306809,0.979424,4,high
3.576459,0.991770,4,high
1.388135,0.987654,4,high
2.522419,0.954733,4,high
2.205980,0.995885,4,high
6.390066,0.930041,4,high
2.571464,0.292181,4,high
3.797286,0.000000,4,high
7.533926,0.983539,4,high
6.140564,0.942387,4,high
1.428258,0.868313,4,high
2.713095,0.962963,4,high
3.560171,0.958848,4,high
2.122419,0.024691,4,high
6.853288,0.736626,4,high
5.056795,1.000000,2,high
5.733633,0.995885,2,high
0.700772,0.218107,2,high
22.230233,1.000000,2,high
3.676890,0.983539,2,high
1.501229,1.000000,2,high
3.961009,0.958848,2,high
17.403948,1.000000,2,high
3.941895,1.000000,2,high
5.056795,0.995885,3,high
0.482500,0.106996,3,high
5.733633,0.942387,3,high
0.700772,0.201646,3,high
6.540041,0.979424,3,high
22.230233,0.991770,3,high
0.742493,0.008230,3,high
5.615371,0.901235,3,high
1.501229,0.995885,3,high
3.961009,0.958848,3,high
20.145214,0.893004,3,high
1.648759,1.000000,3,high
17.403948,0.967078,3,high
3.941895,0.995885,3,high
2.916417,0.860082,3,high
3.645708,0.008230,3,high
5.056795,0.975309,4,high
0.482500,0.086420,4,high
5.733633,0.921811,4,high
0.700772,0.193416,4,high
6.540041,0.971193,4,high
22.230233,0.983539,4,high
0.742493,0.000000,4,high
5.615371,0.884774,4,high
1.501229,0.995885,4,high
3.961009,0.954733,4,high
20.145214,0.876543,4,high
1.648759,0.995885,4,high
17.403948,0.962963,4,high
3.941895,0.991770,4,high
2.916417,0.860082,4,high
3.645708,0.000000,4,high
4.401723,0.160494,2,high
7.039479,0.995885,2,high
3.976425,1.000000,2,high
4.853852,0.407407,2,high
1.867847,0.308642,2,high
1.723443,0.991770,2,high
3.531059,0.893004,2,high
11.281383,0.942387,2,high
2.398557,0.304527,2,high
2.393499,0.901235,2,high
4.665225,1.000000,2,high
3.945984,0.769547,2,high
1.038461,0.041152,2,high
5.275566,1.000000,2,high
0.855871,0.485597,2,high
0.228027,0.032922,2,high
1.758556,0.967078,2,high
4.644499,0.267490,2,high
1.698652,0.246914,2,high
9.972230,1.000000,2,high
5.690198,0.609053,2,high
4.401723,0.156379,3,high
3.958832,0.897119,3,high
4.881713,0.983539,3,high
3.976425,0.979424,3,high
3.771603,0.395062,3,high
3.432792,0.987654,3,high
4.101946,0.942387,3,high
2.438536,0.835391,3,high
1.867847,0.304527,3,high
5.120244,0.925926,3,high
1.723443,0.983539,3,high
2.779832,0.917695,3,high
4.243337,0.983539,3,high
1.360156,0.584362,3,high
8.920081,0.934156,3,high
1.217507,0.004115,3,high
2.398557,0.300412,3,high
4.348174,0.954733,3,high
5.690198,0.600823,3,high
2.392320,0.271605,3,high
1.798993,0.991770,3,high
2.805795,0.987654,3,high
3.945984,0.757202,3,high
5.215220,0.967078,3,high
3.934082,0.975309,3,high
1.038461,0.000000,3,high
5.275566,1.000000,3,high
2.393499,0.876543,3,high
0.855871,0.485597,3,high
0.228027,0.016461,3,high
6.972209,0.987654,3,high
1.126346,0.572016,3,high
10.048098,0.987654,3,high
3.562250,0.251029,3,high
1.698652,0.246914,3,high
7.610928,0.962963,3,high
4.401723,0.148148,4,high
3.958832,0.868313,4,high
4.881713,0.983539,4,high
3.976425,0.975309,4,high
3.771603,0.390947,4,high
3.432792,0.979424,4,high
4.101946,0.938272,4,high
2.438536,0.835391,4,high
1.867847,0.304527,4,high
5.120244,0.860082,4,high
1.723443,0.876543,4,high
1.883447,0.423868,4,high
2.779832,0.790123,4,high
1.655079,0.049383,4,high
4.243337,0.950617,4,high
1.360156,0.469136,4,high
8.920081,0.580247,4,high
1.217507,0.004115,4,high
5.433033,0.609053,4,high
2.398557,0.279835,4,high
1.069606,0.847737,4,high
4.348174,0.954733,4,high
5.690198,0.592593,4,high
2.392320,0.271605,4,high
1.798993,0.987654,4,high
2.805795,0.979424,4,high
3.945984,0.748971,4,high
5.215220,0.884774,4,high
3.934082,0.975309,4,high
1.038461,0.000000,4,high
5.275566,0.991770,4,high
2.393499,0.864198,4,high
0.855871,0.477366,4,high
0.228027,0.000000,4,high
6.972209,0.983539,4,high
1.824612,0.810700,4,high
1.126346,0.399177,4,high
10.048098,0.950617,4,high
3.562250,0.242798,4,high
1.698652,0.246914,4,high
7.610928,0.954733,4,high
1.711360,1.000000,2,high
11.390031,0.958848,2,high
1.964236,0.995885,2,high
3.299017,0.995885,2,high
0.831086,0.950617,2,high
6.696740,1.000000,2,high
8.178538,0.995885,2,high
3.568157,0.674897,2,high
4.114383,0.617284,3,high
1.711360,0.971193,3,high
8.138273,0.950617,3,high
1.830151,0.000000,3,high
1.964236,0.979424,3,high
3.299017,0.995885,3,high
0.831086,0.938272,3,high
6.112364,1.000000,3,high
3.456945,0.987654,3,high
6.696740,1.000000,3,high
1.357890,0.987654,3,high
1.613560,0.979424,3,high
1.567898,0.958848,3,high
4.334394,0.979424,3,high
8.178538,0.971193,3,high
3.568157,0.654321,3,high
1.296704,0.983539,3,high
4.114383,0.613169,4,high
1.711360,0.962963,4,high
8.138273,0.938272,4,high
1.830151,0.000000,4,high
1.964236,0.979424,4,high
3.299017,0.991770,4,high
0.831086,0.921811,4,high
6.112364,0.995885,4,high
3.456945,0.979424,4,high
2.284835,0.082305,4,high
6.696740,0.082305,4,high
1.357890,0.917695,4,high
1.613560,0.967078,4,high
1.567898,0.954733,4,high
4.334394,0.979424,4,high
8.178538,0.925926,4,high
3.568157,0.654321,4,high
1.296704,0.971193,4,high
1.181879,0.983539,2,high
6.238323,1.000000,2,high
3.681212,0.954733,2,high
8.169208,1.000000,2,high
3.943191,1.000000,2,high
2.858445,0.995885,2,high
1.179420,0.979424,2,high
1.894609,1.000000,2,high
9.073138,0.732510,2,high
1.271271,0.008230,2,high
1.181879,0.979424,3,high
6.238323,0.987654,3,high
3.681212,0.925926,3,high
3.025345,0.995885,3,high
8.169208,0.983539,3,high
7.263395,0.958848,3,high
2.120152,1.000000,3,high
2.858445,0.983539,3,high
1.179420,0.967078,3,high
1.894609,1.000000,3,high
9.073138,0.386831,3,high
1.271271,0.000000,3,high
3.069851,0.353909,3,high
3.074679,0.860082,3,high
2.302389,0.987654,3,high
9.061697,0.979424,3,high
1.181879,0.975309,4,high
6.238323,0.987654,4,high
3.681212,0.909465,4,high
3.025345,0.979424,4,high
8.169208,0.979424,4,high
4.273734,0.950617,4,high
2.120152,0.983539,4,high
6.261683,0.156379,4,high
2.858445,0.979424,4,high
4.858010,0.090535,4,high
1.271271,0.000000,4,high
1.179420,0.958848,4,high
1.894609,1.000000,4,high
5.669783,0.975309,4,high
4.522051,0.353909,4,high
3.069851,0.329218,4,high
3.074679,0.860082,4,high
2.302389,0.987654,4,high
9.061697,0.975309,4,high
0.632436,0.004115,2,high
0.315284,0.008230,2,high
2.703545,0.995885,2,high
3.690268,0.991770,3,high
0.632436,0.000000,3,high
0.315284,0.004115,3,high
2.703545,0.967078,3,high
5.617481,0.991770,3,high
3.430501,0.991770,3,high
3.690268,0.983539,4,high
0.632436,0.000000,4,high
0.315284,0.000000,4,high
0.831390,0.020576,4,high
2.703545,0.946502,4,high
5.617481,0.991770,4,high
3.430501,0.983539,4,high
0.809522,0.024691,2,high
1.048637,0.127572,2,high
4.146019,0.279835,2,high
1.060243,0.008230,2,high
5.002691,0.765432,2,high
16.545521,0.995885,2,high
0.452145,0.000000,2,high
0.860696,0.432099,2,high
4.310143,0.625514,2,high
1.146586,0.016461,2,high
8.030652,0.893004,2,high
2.338281,0.991770,2,high
3.618584,0.950617,2,high
5.925868,0.991770,2,high
1.446920,1.000000,2,high
8.339184,0.942387,2,high
0.345823,0.604938,2,high
5.477452,0.991770,2,high
0.809522,0.008230,3,high
1.048637,0.127572,3,high
4.146019,0.275720,3,high
1.060243,0.008230,3,high
2.395087,0.925926,3,high
5.002691,0.757202,3,high
0.929363,0.987654,3,high
16.545521,0.991770,3,high
0.452145,0.000000,3,high
1.146586,0.008230,3,high
5.037186,0.510288,3,high
3.158051,0.839506,3,high
4.310143,0.530864,3,high
8.030652,0.720165,3,high
2.338281,0.983539,3,high
3.618584,0.946502,3,high
1.742012,0.917695,3,high
2.419678,0.950617,3,high
0.126998,0.020576,3,high
0.860696,0.004115,3,high
4.046593,0.921811,3,high
1.446920,0.995885,3,high
1.991952,0.304527,3,high
0.345823,0.592593,3,high
1.328830,0.094650,3,high
0.224978,0.004115,3,high
11.066710,0.300412,3,high
5.477452,0.794239,3,high
1.603480,0.905350,3,high
0.809522,0.000000,4,high
1.048637,0.127572,4,high
4.146019,0.275720,4,high
1.060243,0.008230,4,high
2.395087,0.909465,4,high
5.002691,0.748971,4,high
2.183705,0.893004,4,high
0.929363,0.979424,4,high
16.545521,0.975309,4,high
0.452145,0.000000,4,high
1.146586,0.008230,4,high
3.902510,0.279835,4,high
3.158051,0.839506,4,high
4.310143,0.526749,4,high
0.456959,0.012346,4,high
2.338281,0.983539,4,high
3.618584,0.942387,4,high
1.742012,0.905350,4,high
2.419678,0.872428,4,high
8.030652,0.016461,4,high
11.066710,0.000000,4,high
0.126998,0.012346,4,high
0.860696,0.000000,4,high
4.046593,0.559671,4,high
6.108745,0.592593,4,high
1.446920,0.991770,4,high
1.291233,0.300412,4,high
11.291409,0.292181,4,high
0.345823,0.567901,4,high
5.477452,0.390947,4,high
1.328830,0.069959,4,high
0.224978,0.004115,4,high
0.995039,0.000000,4,high
10.065161,0.370370,4,high
1.603480,0.888889,4,high
1.945433,0.991770,2,high
0.592360,0.703704,2,high
0.966781,0.967078,2,high
1.000207,0.530864,2,high
1.897919,1.000000,2,high
1.938458,1.000000,2,high
0.583737,0.098765,2,high
2.357290,0.995885,2,high
0.881693,0.950617,3,high
1.858664,0.991770,3,high
5.113318,0.691358,3,high
1.945433,0.979424,3,high
3.027943,0.967078,3,high
1.938458,0.798354,3,high
0.592360,0.699588,3,high
0.966781,0.967078,3,high
1.000207,0.510288,3,high
1.897919,0.925926,3,high
0.999411,0.020576,3,high
0.583737,0.086420,3,high
2.223877,0.020576,3,high
0.755506,0.028807,3,high
2.853527,0.979424,3,high
0.206874,0.000000,3,high
0.734210,0.983539,3,high
0.465059,0.012346,3,high
2.357290,0.991770,3,high
0.282997,0.000000,3,high
0.881693,0.942387,4,high
1.858664,0.987654,4,high
5.113318,0.683128,4,high
1.945433,0.946502,4,high
3.027943,0.958848,4,high
1.938458,0.773663,4,high
0.592360,0.691358,4,high
1.031950,0.106996,4,high
1.000207,0.502058,4,high
1.783707,0.880658,4,high
1.897919,0.925926,4,high
0.999411,0.016461,4,high
0.583737,0.078189,4,high
2.223877,0.016461,4,high
0.755506,0.024691,4,high
2.463685,0.975309,4,high
0.206874,0.000000,4,high
0.734210,0.971193,4,high
0.465059,0.004115,4,high
2.357290,0.991770,4,high
0.282997,0.000000,4,high
0.966781,0.102881,4,high
7.431577,1.000000,2,high
3.205340,1.000000,2,high
21.975161,0.596708,2,high
1.304945,0.563786,2,high
22.507708,1.000000,2,high
2.162232,0.991770,2,high
34.989725,0.995885,2,high
34.346196,0.991770,2,high
1.697059,0.012346,2,high
1.836475,1.000000,2,high
4.140995,1.000000,2,high
2.517068,0.987654,2,high
33.889490,0.991770,2,high
32.287172,0.995885,2,high
19.518592,0.674897,2,high
22.862710,1.000000,2,high
30.958276,0.995885,2,high
4.665895,0.304527,3,high
27.374627,0.000000,3,high
7.431577,0.987654,3,high
1.110099,0.604938,3,high
15.478152,0.045267,3,high
3.205340,0.987654,3,high
21.975161,0.592593,3,high
1.304945,0.493827,3,high
1.187132,0.000000,3,high
2.162232,0.983539,3,high
2.928107,0.995885,3,high
6.698627,0.967078,3,high
34.346196,0.958848,3,high
1.697059,0.004115,3,high
19.079574,0.971193,3,high
1.836475,0.983539,3,high
4.140995,0.991770,3,high
5.294601,0.901235,3,high
2.517068,0.983539,3,high
33.889490,0.987654,3,high
21.381720,0.983539,3,high
32.287172,0.991770,3,high
7.733232,0.020576,3,high
2.524179,0.102881,3,high
9.384766,0.168724,3,high
2.762160,0.020576,3,high
2.455587,0.123457,3,high
22.862710,0.995885,3,high
19.518592,0.152263,3,high
30.958276,0.991770,3,high
4.665895,0.016461,4,high
1.994351,0.098765,4,high
27.374627,0.000000,4,high
7.431577,0.962963,4,high
1.110099,0.600823,4,high
15.478152,0.045267,4,high
3.205340,0.967078,4,high
21.975161,0.592593,4,high
1.304945,0.045267,4,high
1.187132,0.000000,4,high
2.162232,0.975309,4,high
2.928107,0.991770,4,high
15.342079,0.378601,4,high
6.698627,0.958848,4,high
15.035091,0.954733,4,high
1.697059,0.004115,4,high
19.079574,0.954733,4,high
1.836475,0.967078,4,high
4.140995,0.975309,4,high
22.989216,0.983539,4,high
5.294601,0.876543,4,high
2.517068,0.971193,4,high
14.578385,0.979424,4,high
4.681300,0.975309,4,high
2.270556,0.078189,4,high
12.976067,0.991770,4,high
7.733232,0.012346,4,high
6.892007,0.962963,4,high
2.524179,0.074074,4,high
5.221030,0.082305,4,high
21.381720,0.069959,4,high
2.762160,0.008230,4,high
2.455587,0.012346,4,high
22.862710,0.987654,4,high
3.452109,0.111111,4,high
2.372467,0.053498,4,high
19.518592,0.065844,4,high
11.647171,0.987654,4,high
4.115866,1.000000,2,high
1.454265,0.851852,2,high
3.167413,0.818930,2,high
1.068985,0.144033,2,high
1.508031,0.131687,2,high
4.776815,0.995885,2,high
0.651002,0.020576,2,high
3.250804,0.094650,2,high
0.232893,0.008230,2,high
1.354900,0.757202,2,high
3.066031,1.000000,2,high
3.433886,1.000000,2,high
4.115866,0.991770,3,high
1.630287,0.967078,3,high
0.553017,0.703704,3,high
2.891467,0.802469,3,high
0.885648,0.987654,3,high
1.068985,0.123457,3,high
1.508031,0.094650,3,high
0.928106,0.662551,3,high
1.454265,0.609053,3,high
4.776815,0.987654,3,high
0.651002,0.016461,3,high
3.250804,0.082305,3,high
3.308438,0.370370,3,high
0.232893,0.004115,3,high
1.354900,0.222222,3,high
3.066031,1.000000,3,high
3.433886,0.983539,3,high
4.115866,0.983539,4,high
1.630287,0.967078,4,high
0.553017,0.691358,4,high
2.891467,0.790123,4,high
0.885648,0.987654,4,high
1.068985,0.115226,4,high
1.508031,0.082305,4,high
0.928106,0.662551,4,high
1.454265,0.522634,4,high
4.776815,0.983539,4,high
0.651002,0.016461,4,high
3.250804,0.078189,4,high
3.308438,0.362140,4,high
0.232893,0.000000,4,high
1.354900,0.218107,4,high
3.066031,1.000000,4,high
3.433886,0.983539,4,high
0.615996,0.028807,2,high
10.894971,0.991770,2,high
0.225110,0.012346,2,high
5.897412,0.983539,2,high
1.215296,0.909465,2,high
4.930433,0.987654,2,high
11.028100,1.000000,2,high
2.868342,0.995885,2,high
13.557755,0.823045,2,high
0.869132,0.748971,2,high
4.211732,0.860082,3,high
5.648334,0.995885,3,high
0.615996,0.024691,3,high
10.894971,0.991770,3,high
2.868342,0.115226,3,high
10.809055,0.000000,3,high
4.930433,0.987654,3,high
16.938569,0.995885,3,high
0.225110,0.008230,3,high
13.663427,0.987654,3,high
5.897412,0.481481,3,high
1.215296,0.909465,3,high
11.665724,0.477366,3,high
5.204613,0.000000,3,high
2.028266,0.115226,3,high
13.557755,0.818930,3,high
0.869132,0.691358,3,high
15.011957,0.979424,3,high
4.211732,0.851852,4,high
5.648334,0.987654,4,high
0.615996,0.000000,4,high
4.809148,0.987654,4,high
10.894971,0.942387,4,high
2.868342,0.111111,4,high
6.918324,0.946502,4,high
10.809055,0.000000,4,high
11.217262,0.946502,4,high
4.930433,0.971193,4,high
16.938569,0.967078,4,high
0.225110,0.004115,4,high
7.832821,0.905350,4,high
5.897412,0.275720,4,high
1.215296,0.905350,4,high
5.316936,0.934156,4,high
11.665724,0.465021,4,high
4.134408,0.000000,4,high
2.028266,0.111111,4,high
13.557755,0.810700,4,high
0.869132,0.691358,4,high
15.011957,0.979424,4,high
7.777909,0.679012,2,high
0.991943,0.012346,2,high
6.122566,1.000000,2,high
2.368513,1.000000,2,high
0.344555,0.000000,2,high
7.777909,0.604938,3,high
0.656540,0.065844,3,high
0.991943,0.008230,3,high
6.122566,1.000000,3,high
2.368513,0.979424,3,high
0.344555,0.000000,3,high
3.165681,0.094650,3,high
1.678546,0.995885,3,high
7.777909,0.563786,4,high
0.656540,0.065844,4,high
0.991943,0.000000,4,high
6.122566,1.000000,4,high
2.368513,0.979424,4,high
0.344555,0.000000,4,high
3.165681,0.065844,4,high
1.678546,0.995885,4,high
8.371912,0.991770,2,high
7.615579,1.000000,2,high
0.931941,0.534979,2,high
17.620628,0.555556,2,high
6.522882,0.222222,2,high
6.474936,0.316872,2,high
0.541936,0.839506,2,high
12.268079,1.000000,2,high
2.475624,0.995885,2,high
11.537234,1.000000,2,high
1.022670,0.037037,2,high
15.174755,1.000000,2,high
0.499083,0.008230,2,high
1.180269,0.016461,2,high
8.371912,0.967078,3,high
10.495396,0.995885,3,high
4.762911,0.987654,3,high
7.615579,0.991770,3,high
1.180269,0.000000,3,high
0.931941,0.530864,3,high
17.620628,0.444444,3,high
6.522882,0.213992,3,high
6.474936,0.308642,3,high
0.541936,0.818930,3,high
1.320868,0.720165,3,high
12.268079,0.967078,3,high
2.475624,0.991770,3,high
3.018937,1.000000,3,high
11.537234,0.995885,3,high
1.022670,0.032922,3,high
15.174755,0.995885,3,high
2.642825,0.991770,3,high
1.745618,0.049383,3,high
0.499083,0.004115,3,high
2.000305,0.020576,3,high
8.371912,0.905350,4,high
2.438573,0.991770,4,high
15.113138,0.333333,4,high
4.762911,0.983539,4,high
7.615579,0.580247,4,high
1.180269,0.000000,4,high
9.612222,0.975309,4,high
0.931941,0.530864,4,high
6.507873,0.041152,4,high
6.522882,0.213992,4,high
6.474936,0.308642,4,high
0.541936,0.818930,4,high
1.320868,0.716049,4,high
12.268079,0.962963,4,high
